year,province,vocational_major,skill_name,total_demand,avg_salary_offered,total_supply,certification_rate,SGI,status_gap,cluster_label
2023,Papua Selatan,Rekayasa Perangkat Lunak (RPL),Web Development,2519,5892501,1498,0.69,0.4053195712584359,Waspada,0
2023,Papua Selatan,Rekayasa Perangkat Lunak (RPL),Data Analytics,3055,5935964,962,0.69,0.6851063829787234,Kritis,0
2023,Papua Selatan,Teknik Otomasi Industri (TOI),Otomasi Industri,2072,6955748,2349,0.51,-0.1336872586872587,Surplus,0
2023,Papua Selatan,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3051,8725282,1099,0.47,0.6397902327105867,Kritis,0
2023,Papua Selatan,Teknik Logistik,Supply Chain Digital,1924,13710852,1257,0.78,0.3466735966735966,Waspada,0
2023,Papua Selatan,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1277,11741245,2088,0.41,-0.6350822239624119,Surplus,1
2023,Papua Selatan,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1331,12617304,1897,0.66,-0.425244177310293,Surplus,1
2023,Papua Selatan,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3063,11821862,2338,0.72,0.2366960496245511,Waspada,0
2023,Papua Selatan,Multimedia/DKV,Desain Grafis & UI/UX,1815,13151245,2338,0.35,-0.2881542699724518,Surplus,1
2023,Papua Selatan,Multimedia/DKV,Content Creation,3088,11309590,3406,0.64,-0.1029792746113989,Surplus,0
2023,Papua Tengah,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1774,12290200,1045,0.54,0.4109357384441939,Waspada,0
2023,Papua Tengah,Teknik Komputer & Jaringan (TKJ),Cyber Security,3392,9683680,833,0.66,0.7544221698113207,Kritis,0
2023,Papua Tengah,Rekayasa Perangkat Lunak (RPL),Web Development,1702,7409089,845,0.64,0.5035252643948296,Kritis,0
2023,Papua Tengah,Rekayasa Perangkat Lunak (RPL),Data Analytics,3197,5714228,1180,0.62,0.6309039724741946,Kritis,0
2023,Papua Tengah,Teknik Otomasi Industri (TOI),Otomasi Industri,3351,12705477,1082,0.83,0.6771113100566994,Kritis,0
2023,Papua Tengah,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2869,8169538,2443,0.71,0.1484837922621122,Waspada,0
2023,Papua Tengah,Teknik Logistik,Supply Chain Digital,2402,9337358,1045,0.44,0.5649458784346378,Kritis,0
2023,Papua Tengah,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2846,11667100,2823,0.46,0.0080815179198875,Waspada,0
2023,Papua Tengah,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2320,10075034,3283,0.4,-0.4150862068965517,Surplus,1
2023,Papua Tengah,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2150,10897091,1369,0.72,0.3632558139534884,Waspada,0
2023,Papua Tengah,Multimedia/DKV,Desain Grafis & UI/UX,3057,7977993,2533,0.4,0.1714098789663068,Waspada,0
2023,Papua Tengah,Multimedia/DKV,Content Creation,1716,12383354,3795,0.39,-1.2115384615384617,Surplus,1
2023,Papua Pegunungan,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3065,10613365,1580,0.57,0.4845024469820554,Waspada,0
2023,Papua Pegunungan,Teknik Komputer & Jaringan (TKJ),Cyber Security,3132,10197662,1491,0.76,0.5239463601532567,Kritis,0
2023,Papua Pegunungan,Rekayasa Perangkat Lunak (RPL),Web Development,2014,6605468,895,0.71,0.5556107249255213,Kritis,0
2023,Papua Pegunungan,Rekayasa Perangkat Lunak (RPL),Data Analytics,3294,10325633,1914,0.85,0.418943533697632,Waspada,0
2023,Papua Pegunungan,Teknik Otomasi Industri (TOI),Otomasi Industri,1294,8177778,1859,0.66,-0.4366306027820711,Surplus,1
2023,Papua Pegunungan,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3155,10535193,1376,0.69,0.5638668779714738,Kritis,0
2023,Papua Pegunungan,Teknik Logistik,Supply Chain Digital,3034,10697498,2969,0.71,0.0214238628872775,Waspada,0
2023,Papua Pegunungan,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3316,13004298,2703,0.68,0.1848612786489746,Waspada,0
2023,Papua Pegunungan,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3065,10643493,2634,0.79,0.1406199021207178,Waspada,0
2023,Papua Pegunungan,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1911,12195350,2503,0.81,-0.3097854526425955,Surplus,1
2023,Papua Pegunungan,Multimedia/DKV,Desain Grafis & UI/UX,2014,13264685,3034,0.47,-0.506454816285998,Surplus,1
2023,Papua Pegunungan,Multimedia/DKV,Content Creation,1562,9127819,3583,0.49,-1.293854033290653,Surplus,1
2023,Papua Barat Daya,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3465,6055564,1262,0.81,0.6357864357864358,Kritis,0
2023,Papua Barat Daya,Teknik Komputer & Jaringan (TKJ),Cyber Security,2184,13859296,781,0.58,0.6423992673992674,Kritis,0
2023,Papua Barat Daya,Rekayasa Perangkat Lunak (RPL),Web Development,2839,9224507,1275,0.46,0.5508982035928144,Kritis,0
2023,Papua Barat Daya,Rekayasa Perangkat Lunak (RPL),Data Analytics,1555,8157679,1419,0.69,0.0874598070739549,Waspada,0
2023,Papua Barat Daya,Teknik Otomasi Industri (TOI),Otomasi Industri,2547,9190020,1337,0.54,0.475068708284256,Waspada,0
2023,Papua Barat Daya,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3063,5638761,2526,0.77,0.1753183153770812,Waspada,0
2023,Papua Barat Daya,Teknik Logistik,Supply Chain Digital,1803,10152825,2573,0.54,-0.4270660011092623,Surplus,1
2023,Papua Barat Daya,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3128,13687324,2187,0.82,0.3008312020460358,Waspada,0
2023,Papua Barat Daya,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2630,12174592,2382,0.74,0.094296577946768,Waspada,0
2023,Papua Barat Daya,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2836,6802324,1386,0.66,0.5112834978843441,Kritis,0
2023,Papua Barat Daya,Multimedia/DKV,Desain Grafis & UI/UX,2845,11471318,2748,0.48,0.0340949033391915,Waspada,0
2023,Papua Barat Daya,Multimedia/DKV,Content Creation,3054,8378226,2403,0.61,0.2131630648330059,Waspada,0
2024,Aceh,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2391,7227540,1142,0.74,0.5223755750731911,Kritis,0
2024,Aceh,Teknik Komputer & Jaringan (TKJ),Cyber Security,2835,13700019,1162,0.81,0.5901234567901235,Kritis,0
2024,Aceh,Rekayasa Perangkat Lunak (RPL),Web Development,1473,11104680,938,0.75,0.3632043448744059,Waspada,0
2024,Aceh,Rekayasa Perangkat Lunak (RPL),Data Analytics,1986,6698739,874,0.48,0.5599194360523666,Kritis,0
2024,Aceh,Teknik Otomasi Industri (TOI),Otomasi Industri,1944,5817433,1866,0.81,0.0401234567901234,Waspada,0
2024,Aceh,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3720,9461029,1609,0.68,0.5674731182795699,Kritis,0
2024,Aceh,Teknik Logistik,Supply Chain Digital,1775,8478086,1629,0.74,0.0822535211267605,Waspada,0
2024,Aceh,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1874,6887258,1839,0.67,0.0186766275346851,Waspada,0
2024,Aceh,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2394,11657658,2124,0.67,0.112781954887218,Waspada,0
2024,Aceh,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2324,5796530,1810,0.56,0.221170395869191,Waspada,0
2024,Aceh,Multimedia/DKV,Desain Grafis & UI/UX,2693,7401623,2213,0.62,0.1782398811734125,Waspada,0
2024,Aceh,Multimedia/DKV,Content Creation,1370,11031219,4121,0.82,-2.008029197080292,Surplus,1
2024,Sumatera Utara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2138,8164695,737,0.56,0.6552853133769878,Kritis,0
2024,Sumatera Utara,Teknik Komputer & Jaringan (TKJ),Cyber Security,2670,5845482,717,0.5,0.7314606741573034,Kritis,0
2024,Sumatera Utara,Rekayasa Perangkat Lunak (RPL),Web Development,2084,10586265,1461,0.65,0.2989443378119002,Waspada,0
2024,Sumatera Utara,Rekayasa Perangkat Lunak (RPL),Data Analytics,3811,12287345,1506,0.5,0.6048281290999737,Kritis,0
2024,Sumatera Utara,Teknik Otomasi Industri (TOI),Otomasi Industri,3015,5370451,1305,0.55,0.5671641791044776,Kritis,0
2024,Sumatera Utara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2114,7212149,1948,0.6,0.0785241248817407,Waspada,0
2024,Sumatera Utara,Teknik Logistik,Supply Chain Digital,1725,8152252,2973,0.46,-0.7234782608695652,Surplus,1
2024,Sumatera Utara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2892,11822336,2238,0.73,0.2261410788381742,Waspada,0
2024,Sumatera Utara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3314,7678604,3077,0.36,0.0715147857573928,Waspada,0
2024,Sumatera Utara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2451,9127858,1164,0.48,0.5250917992656059,Kritis,0
2024,Sumatera Utara,Multimedia/DKV,Desain Grafis & UI/UX,2409,12233533,3215,0.41,-0.3345786633457866,Surplus,1
2024,Sumatera Utara,Multimedia/DKV,Content Creation,3672,10784684,3001,0.39,0.1827342047930283,Waspada,0
2024,Sumatera Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3024,7494287,1157,0.82,0.6173941798941799,Kritis,0
2024,Sumatera Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,3656,9421056,838,0.79,0.7707877461706784,Kritis,0
2024,Sumatera Barat,Rekayasa Perangkat Lunak (RPL),Web Development,2905,5503662,1095,0.76,0.6230636833046471,Kritis,0
2024,Sumatera Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,1560,7459440,1769,0.41,-0.1339743589743589,Surplus,0
2024,Sumatera Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,3764,8743645,1110,0.35,0.7051009564293305,Kritis,0
2024,Sumatera Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3249,10894467,1184,0.47,0.6355801785164666,Kritis,0
2024,Sumatera Barat,Teknik Logistik,Supply Chain Digital,3494,10317366,1363,0.63,0.6099026903262736,Kritis,0
2024,Sumatera Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2238,10011593,2795,0.53,-0.2488829311885612,Surplus,1
2024,Sumatera Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3473,13170262,3653,0.39,-0.0518283904405413,Surplus,0
2024,Sumatera Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1404,9646769,2994,0.74,-1.1324786324786325,Surplus,1
2024,Sumatera Barat,Multimedia/DKV,Desain Grafis & UI/UX,2275,8843064,3641,0.46,-0.6004395604395605,Surplus,1
2024,Sumatera Barat,Multimedia/DKV,Content Creation,3424,7402967,2442,0.83,0.2867990654205608,Waspada,0
2024,Riau,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3590,4876218,1737,0.67,0.5161559888579387,Kritis,0
2024,Riau,Teknik Komputer & Jaringan (TKJ),Cyber Security,3348,5570044,1487,0.6,0.5558542413381123,Kritis,0
2024,Riau,Rekayasa Perangkat Lunak (RPL),Web Development,1710,7985714,1220,0.47,0.2865497076023391,Waspada,0
2024,Riau,Rekayasa Perangkat Lunak (RPL),Data Analytics,2785,12467105,1270,0.4,0.5439856373429084,Kritis,0
2024,Riau,Teknik Otomasi Industri (TOI),Otomasi Industri,3744,6722135,1181,0.39,0.6845619658119658,Kritis,0
2024,Riau,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2812,5778039,1152,0.6,0.5903271692745377,Kritis,0
2024,Riau,Teknik Logistik,Supply Chain Digital,1849,5299876,1727,0.61,0.0659816116819902,Waspada,0
2024,Riau,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1546,12785620,1310,0.69,0.1526520051746442,Waspada,0
2024,Riau,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2362,5568734,2283,0.52,0.0334462320067739,Waspada,0
2024,Riau,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2264,12550575,3118,0.72,-0.377208480565371,Surplus,1
2024,Riau,Multimedia/DKV,Desain Grafis & UI/UX,3585,10311174,2845,0.36,0.206415620641562,Waspada,0
2024,Riau,Multimedia/DKV,Content Creation,1712,11369632,2271,0.43,-0.326518691588785,Surplus,1
2024,Jambi,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3805,6826580,1825,0.56,0.5203679369250985,Kritis,0
2024,Jambi,Teknik Komputer & Jaringan (TKJ),Cyber Security,1507,12029039,1129,0.7,0.2508294625082946,Waspada,0
2024,Jambi,Rekayasa Perangkat Lunak (RPL),Web Development,2367,9139235,1009,0.59,0.5737220109843684,Kritis,0
2024,Jambi,Rekayasa Perangkat Lunak (RPL),Data Analytics,2808,8326737,1397,0.43,0.5024928774928775,Kritis,0
2024,Jambi,Teknik Otomasi Industri (TOI),Otomasi Industri,1918,6808960,2744,0.78,-0.4306569343065693,Surplus,1
2024,Jambi,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3515,11718889,1543,0.72,0.5610241820768137,Kritis,0
2024,Jambi,Teknik Logistik,Supply Chain Digital,2922,6737878,2122,0.5,0.2737850787132101,Waspada,0
2024,Jambi,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1786,10993956,1827,0.39,-0.0229563269876819,Surplus,0
2024,Jambi,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2388,6505215,2683,0.56,-0.1235343383584589,Surplus,0
2024,Jambi,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3311,12071476,1471,0.8,0.5557233464210208,Kritis,0
2024,Jambi,Multimedia/DKV,Desain Grafis & UI/UX,3460,12921849,3077,0.41,0.1106936416184971,Waspada,0
2024,Jambi,Multimedia/DKV,Content Creation,2897,8908880,3149,0.64,-0.0869865377977217,Surplus,0
2024,Sumatera Selatan,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3702,4890093,1130,0.61,0.6947595894111291,Kritis,0
2024,Sumatera Selatan,Teknik Komputer & Jaringan (TKJ),Cyber Security,1486,6532465,1732,0.51,-0.1655450874831763,Surplus,1
2024,Sumatera Selatan,Rekayasa Perangkat Lunak (RPL),Web Development,1926,7659244,1826,0.38,0.0519210799584631,Waspada,0
2024,Sumatera Selatan,Rekayasa Perangkat Lunak (RPL),Data Analytics,2804,5122918,1187,0.48,0.5766761768901569,Kritis,0
2024,Sumatera Selatan,Teknik Otomasi Industri (TOI),Otomasi Industri,3338,7045909,1161,0.46,0.6521869382863991,Kritis,0
2024,Sumatera Selatan,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3641,13968924,1467,0.64,0.5970887118923373,Kritis,0
2024,Sumatera Selatan,Teknik Logistik,Supply Chain Digital,2244,5814929,1416,0.63,0.3689839572192513,Waspada,0
2024,Sumatera Selatan,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3780,7220564,2285,0.73,0.3955026455026455,Waspada,0
2024,Sumatera Selatan,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3683,13377064,3906,0.62,-0.060548465924518,Surplus,0
2024,Sumatera Selatan,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3674,10688997,1382,0.56,0.6238432226456179,Kritis,0
2024,Sumatera Selatan,Multimedia/DKV,Desain Grafis & UI/UX,2913,11038795,3121,0.44,-0.0714040508067284,Surplus,0
2024,Sumatera Selatan,Multimedia/DKV,Content Creation,3160,9567348,3034,0.51,0.0398734177215189,Waspada,0
2024,Bengkulu,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1725,5516756,770,0.79,0.553623188405797,Kritis,0
2024,Bengkulu,Teknik Komputer & Jaringan (TKJ),Cyber Security,3666,11590968,1304,0.36,0.6442989634478996,Kritis,0
2024,Bengkulu,Rekayasa Perangkat Lunak (RPL),Web Development,2066,12169434,836,0.41,0.5953533397870281,Kritis,0
2024,Bengkulu,Rekayasa Perangkat Lunak (RPL),Data Analytics,1531,7938145,1660,0.6,-0.0842586544741998,Surplus,0
2024,Bengkulu,Teknik Otomasi Industri (TOI),Otomasi Industri,3328,8984056,2433,0.52,0.2689302884615384,Waspada,0
2024,Bengkulu,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1852,6300844,1704,0.84,0.079913606911447,Waspada,0
2024,Bengkulu,Teknik Logistik,Supply Chain Digital,2129,5491757,1056,0.45,0.5039924847346172,Kritis,0
2024,Bengkulu,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3134,11654453,2441,0.73,0.2211231652839821,Waspada,0
2024,Bengkulu,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2896,8137920,3859,0.45,-0.3325276243093922,Surplus,1
2024,Bengkulu,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2119,11627299,1888,0.83,0.1090136857008022,Waspada,0
2024,Bengkulu,Multimedia/DKV,Desain Grafis & UI/UX,2905,12717596,1859,0.36,0.3600688468158348,Waspada,0
2024,Bengkulu,Multimedia/DKV,Content Creation,1509,9702666,2383,0.78,-0.5791915175612988,Surplus,1
2024,Lampung,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2821,5676031,845,0.59,0.7004608294930875,Kritis,0
2024,Lampung,Teknik Komputer & Jaringan (TKJ),Cyber Security,2616,5859622,1507,0.79,0.4239296636085627,Waspada,0
2024,Lampung,Rekayasa Perangkat Lunak (RPL),Web Development,2744,5178165,956,0.71,0.6516034985422741,Kritis,0
2024,Lampung,Rekayasa Perangkat Lunak (RPL),Data Analytics,1452,13897270,1464,0.35,-0.0082644628099173,Surplus,0
2024,Lampung,Teknik Otomasi Industri (TOI),Otomasi Industri,2191,13833796,1733,0.7,0.209036969420356,Waspada,0
2024,Lampung,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2813,6431993,2960,0.77,-0.0522573764664059,Surplus,0
2024,Lampung,Teknik Logistik,Supply Chain Digital,2184,7142035,1564,0.79,0.2838827838827839,Waspada,0
2024,Lampung,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3317,12040947,1480,0.59,0.5538136870666265,Kritis,0
2024,Lampung,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1751,10731161,3035,0.49,-0.7332952598515134,Surplus,1
2024,Lampung,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3050,7521864,2310,0.58,0.2426229508196721,Waspada,0
2024,Lampung,Multimedia/DKV,Desain Grafis & UI/UX,2508,12533308,2087,0.76,0.1678628389154705,Waspada,0
2024,Lampung,Multimedia/DKV,Content Creation,2394,7504999,4617,0.79,-0.9285714285714286,Surplus,1
2024,Kep. Bangka Belitung,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3683,6124070,1283,0.36,0.65164268259571,Kritis,0
2024,Kep. Bangka Belitung,Teknik Komputer & Jaringan (TKJ),Cyber Security,1489,10587749,1312,0.54,0.1188717259905977,Waspada,0
2024,Kep. Bangka Belitung,Rekayasa Perangkat Lunak (RPL),Web Development,3176,12266027,1524,0.36,0.5201511335012594,Kritis,0
2024,Kep. Bangka Belitung,Rekayasa Perangkat Lunak (RPL),Data Analytics,2508,9174857,934,0.45,0.6275917065390749,Kritis,0
2024,Kep. Bangka Belitung,Teknik Otomasi Industri (TOI),Otomasi Industri,3046,11410734,2869,0.37,0.0581089954038082,Waspada,0
2024,Kep. Bangka Belitung,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1356,9694287,1577,0.54,-0.1629793510324483,Surplus,1
2024,Kep. Bangka Belitung,Teknik Logistik,Supply Chain Digital,1584,7290706,1231,0.72,0.2228535353535353,Waspada,0
2024,Kep. Bangka Belitung,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3358,12847252,2452,0.38,0.2698034544371649,Waspada,0
2024,Kep. Bangka Belitung,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3304,11015140,2845,0.84,0.1389225181598063,Waspada,0
2024,Kep. Bangka Belitung,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2138,5264071,1124,0.54,0.4742750233863423,Waspada,0
2024,Kep. Bangka Belitung,Multimedia/DKV,Desain Grafis & UI/UX,2589,13964043,2427,0.84,0.0625724217844727,Waspada,0
2024,Kep. Bangka Belitung,Multimedia/DKV,Content Creation,1890,13169689,2388,0.85,-0.2634920634920635,Surplus,1
2024,Kep. Riau,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1395,9939743,1104,0.37,0.2086021505376344,Waspada,0
2024,Kep. Riau,Teknik Komputer & Jaringan (TKJ),Cyber Security,2214,8613270,893,0.46,0.5966576332429991,Kritis,0
2024,Kep. Riau,Rekayasa Perangkat Lunak (RPL),Web Development,3379,11409876,1836,0.71,0.4566439775081385,Waspada,0
2024,Kep. Riau,Rekayasa Perangkat Lunak (RPL),Data Analytics,1622,6324102,702,0.38,0.5672009864364982,Kritis,0
2024,Kep. Riau,Teknik Otomasi Industri (TOI),Otomasi Industri,3607,29090854,1635,0.54,0.546714721375104,Kritis,2
2024,Kep. Riau,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3142,20838153,2698,0.71,0.1413112667091025,Waspada,2
2024,Kep. Riau,Teknik Logistik,Supply Chain Digital,6399,24131958,2230,0.52,0.6515080481325207,Kritis,2
2024,Kep. Riau,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,5148,11839806,1138,0.35,0.778943278943279,Kritis,0
2024,Kep. Riau,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2390,13470178,3522,0.77,-0.4736401673640167,Surplus,1
2024,Kep. Riau,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1793,8195049,2370,0.59,-0.3218070273284997,Surplus,1
2024,Kep. Riau,Multimedia/DKV,Desain Grafis & UI/UX,2031,12751632,2101,0.67,-0.034465780403742,Surplus,0
2024,Kep. Riau,Multimedia/DKV,Content Creation,2667,10881687,3907,0.74,-0.4649418822647169,Surplus,1
2024,DKI Jakarta,Teknik Komputer & Jaringan (TKJ),Cloud Computing,9233,17634000,1161,0.37,0.8742553882811653,Kritis,2
2024,DKI Jakarta,Teknik Komputer & Jaringan (TKJ),Cyber Security,6238,21583344,1997,0.73,0.6798653414555947,Kritis,2
2024,DKI Jakarta,Rekayasa Perangkat Lunak (RPL),Web Development,6435,11841732,844,0.62,0.8688422688422689,Kritis,0
2024,DKI Jakarta,Rekayasa Perangkat Lunak (RPL),Data Analytics,3714,33596520,1616,0.73,0.564889606892838,Kritis,2
2024,DKI Jakarta,Teknik Otomasi Industri (TOI),Otomasi Industri,1750,13884966,1878,0.69,-0.0731428571428571,Surplus,0
2024,DKI Jakarta,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2880,11237845,2623,0.42,0.0892361111111111,Waspada,0
2024,DKI Jakarta,Teknik Logistik,Supply Chain Digital,2374,8628433,1543,0.45,0.3500421229991575,Waspada,0
2024,DKI Jakarta,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1360,9248748,1084,0.72,0.2029411764705882,Waspada,0
2024,DKI Jakarta,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2966,11952747,2467,0.68,0.1682400539447066,Waspada,0
2024,DKI Jakarta,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1691,9117922,1969,0.8,-0.1643997634535777,Surplus,1
2024,DKI Jakarta,Multimedia/DKV,Desain Grafis & UI/UX,1954,12265373,3001,0.43,-0.5358239508700102,Surplus,1
2024,DKI Jakarta,Multimedia/DKV,Content Creation,1624,12870924,3779,0.73,-1.3269704433497538,Surplus,1
2024,Jawa Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2796,11533215,1283,0.57,0.5411301859799714,Kritis,0
2024,Jawa Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,3170,12995810,1255,0.79,0.6041009463722398,Kritis,0
2024,Jawa Barat,Rekayasa Perangkat Lunak (RPL),Web Development,3487,12704294,1695,0.62,0.5139088041296244,Kritis,0
2024,Jawa Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,2254,12971548,1755,0.43,0.2213842058562555,Waspada,0
2024,Jawa Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,5073,26816355,2813,0.56,0.4454957618766016,Waspada,2
2024,Jawa Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),4986,13985122,1316,0.49,0.7360609707180105,Kritis,0
2024,Jawa Barat,Teknik Logistik,Supply Chain Digital,3619,26342534,2644,0.64,0.2694114396242056,Waspada,2
2024,Jawa Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,7644,11233401,2961,0.47,0.6126373626373627,Kritis,0
2024,Jawa Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3620,7847569,3048,0.78,0.1580110497237569,Waspada,0
2024,Jawa Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3562,5585332,1802,0.8,0.4941044357102751,Waspada,0
2024,Jawa Barat,Multimedia/DKV,Desain Grafis & UI/UX,3581,13355080,2026,0.72,0.4342362468584194,Waspada,0
2024,Jawa Barat,Multimedia/DKV,Content Creation,1789,11303216,3680,0.39,-1.0570150922302963,Surplus,1
2024,Jawa Tengah,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2422,7988729,1022,0.42,0.5780346820809249,Kritis,0
2024,Jawa Tengah,Teknik Komputer & Jaringan (TKJ),Cyber Security,3391,9905724,926,0.76,0.7269242111471542,Kritis,0
2024,Jawa Tengah,Rekayasa Perangkat Lunak (RPL),Web Development,2394,12796198,1120,0.83,0.5321637426900585,Kritis,0
2024,Jawa Tengah,Rekayasa Perangkat Lunak (RPL),Data Analytics,2982,10754878,1616,0.49,0.4580818242790074,Waspada,0
2024,Jawa Tengah,Teknik Otomasi Industri (TOI),Otomasi Industri,2828,10727997,2942,0.62,-0.0403111739745403,Surplus,0
2024,Jawa Tengah,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3436,8681185,1241,0.82,0.6388242142025611,Kritis,0
2024,Jawa Tengah,Teknik Logistik,Supply Chain Digital,2207,9966650,2334,0.46,-0.0575441776166742,Surplus,0
2024,Jawa Tengah,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3143,10493075,2068,0.48,0.3420299077314667,Waspada,0
2024,Jawa Tengah,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2836,8965100,1801,0.58,0.364950634696756,Waspada,0
2024,Jawa Tengah,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2899,5663561,2750,0.46,0.0513970334598137,Waspada,0
2024,Jawa Tengah,Multimedia/DKV,Desain Grafis & UI/UX,1596,10289464,2912,0.76,-0.8245614035087719,Surplus,1
2024,Jawa Tengah,Multimedia/DKV,Content Creation,3880,11567528,4070,0.68,-0.0489690721649484,Surplus,0
2024,DI Yogyakarta,Teknik Komputer & Jaringan (TKJ),Cloud Computing,8362,20505112,1334,0.76,0.8404687873714423,Kritis,2
2024,DI Yogyakarta,Teknik Komputer & Jaringan (TKJ),Cyber Security,5177,21553574,1692,0.73,0.6731697894533514,Kritis,2
2024,DI Yogyakarta,Rekayasa Perangkat Lunak (RPL),Web Development,7375,31837214,1241,0.74,0.831728813559322,Kritis,2
2024,DI Yogyakarta,Rekayasa Perangkat Lunak (RPL),Data Analytics,6029,27950860,1954,0.72,0.6758998175485155,Kritis,2
2024,DI Yogyakarta,Teknik Otomasi Industri (TOI),Otomasi Industri,3131,12147689,1206,0.57,0.6148195464707761,Kritis,0
